#{"t_start": 1747926801.86434, "env_id": "None"}
1.297164,365,877.412205
1.322045,365,877.607556
1.364528,365,877.795452
1.073597,365,878.001162
1.296663,365,878.196501
1.32408,365,880.02276
1.457759,365,880.241555
1.365242,365,880.44572
1.395226,365,880.647839
1.330383,365,880.836382
1.259599,365,882.583002
1.278437,365,882.821365
1.13132,365,883.032495
1.306438,365,883.242446
1.508025,365,883.44674
1.228309,365,883.649273
1.422835,365,885.448055
1.360832,365,885.676992
1.278093,365,885.870981
1.250861,365,886.060362
1.376851,365,886.262967
1.321486,365,886.468163
1.306703,365,887.923826
1.470085,365,888.122806
1.356379,365,888.311122
1.331311,365,888.504578
1.331311,365,888.726862
1.234958,365,891.130579
1.413459,365,891.5465
1.326499,365,891.963352
1.396577,365,892.399947
1.200177,365,892.82272
1.255505,365,893.241504
1.337798,365,895.840332
1.297293,365,896.264364
1.221302,365,896.693018
1.061697,365,897.129907
1.255502,365,897.567165
1.306539,365,899.754708
1.25278,365,899.979156
1.218257,365,900.185685
1.316444,365,900.381265
1.373735,365,900.56075
1.426403,365,900.740615
1.248978,365,902.176314
1.028878,365,902.396612
1.269614,365,902.604982
1.376718,365,902.787334
1.490076,365,902.9771
1.548656,365,903.175834
1.307751,365,905.692801
1.482484,365,906.129607
1.321219,365,906.551487
1.152541,365,906.989978
1.193051,365,907.411838
1.297965,365,909.71906
1.291948,365,909.927069
1.386531,365,910.136569
1.177065,365,910.334069
1.079712,365,910.523919
1.392478,365,910.723412
1.221864,365,912.166418
1.39631,365,912.367923
1.196388,365,912.5799
1.091687,365,912.773102
1.141859,365,912.978894
1.17155,365,913.173528
1.007234,365,915.674659
1.312672,365,916.123353
1.237562,365,916.537176
1.260367,365,916.975331
1.107637,365,917.409923
1.257486,365,919.720304
1.095143,365,919.923963
1.222297,365,920.127641
1.212909,365,920.332693
1.177463,365,920.521554
1.015636,365,920.739431
1.178935,365,922.206359
1.265839,365,922.385932
1.203609,365,922.583822
1.164025,365,922.776335
1.032235,365,922.981383
1.092774,365,925.172787
1.119596,365,925.609643
1.187704,365,926.040185
1.386295,365,926.480252
1.228091,365,926.912355
1.174192,365,927.347462
1.202751,365,929.723327
1.176989,365,929.954596
1.287721,365,930.158988
1.152144,365,930.350636
1.216815,365,930.555315
1.339518,365,930.756959
1.547753,365,932.173177
1.143739,365,932.3726
1.208027,365,932.580391
1.220979,365,932.783653
1.141705,365,932.985633
1.07511,365,935.235251
1.248446,365,935.673233
1.157482,365,936.108085
1.323057,365,936.53629
1.257562,365,936.957579
1.174545,365,937.394222
1.131796,365,939.882489
1.217763,365,940.095007
1.35552,365,940.290095
1.325188,365,940.46369
1.351007,365,940.640661
1.143898,365,942.049026
1.419228,365,942.280842
1.177014,365,942.48546
1.371481,365,942.687527
1.279222,365,942.894584
1.189211,365,943.094573
1.084903,365,945.219343
1.277283,365,945.655112
1.256133,365,946.090096
1.410436,365,946.518831
1.148277,365,946.93951
1.29528,365,947.377161
1.346984,365,949.822592
1.453369,365,950.02702
1.312995,365,950.218083
1.352072,365,950.419083
1.284259,365,950.619554
1.311677,365,952.03321
1.443404,365,952.233451
1.379265,365,952.429689
1.492241,365,952.623263
1.52823,365,952.82772
1.388432,365,953.021393
1.28874,365,955.28826
1.699263,365,955.702329
1.463956,365,956.146027
1.329051,365,956.57274
1.586585,365,956.993203
1.543553,365,959.153927
1.430974,365,959.370437
1.488018,365,959.544371
1.236159,365,959.732799
1.520328,365,959.918995
1.45447,365,960.106363
1.347802,365,961.519955
1.324155,365,961.74686
1.348381,365,961.951898
1.386168,365,962.153518
1.404406,365,962.342218
1.771411,365,962.55344
1.232429,365,965.032117
1.390627,365,965.471749
1.063048,365,965.894892
1.389008,365,966.331211
1.352823,365,966.754022
1.270644,365,969.100108
1.546763,365,969.324926
1.520033,365,969.515655
1.382351,365,969.715501
1.481097,365,969.923466
1.369804,365,970.120939
1.248642,365,971.552009
1.304168,365,971.746875
1.485417,365,971.935227
1.413884,365,972.120738
1.205124,365,972.309894
1.239674,365,972.498898
1.435684,365,975.003573
1.284532,365,975.441526
1.474268,365,975.879539
1.309396,365,976.319394
1.432816,365,976.74655
1.589504,365,979.119686
1.642345,365,979.3093
1.568758,365,979.502305
1.325338,365,979.715807
1.332216,365,979.905562
1.725135,365,980.086688
1.479852,365,981.513836
1.468991,365,981.76152
1.530659,365,981.998077
1.267327,365,982.245962
1.300122,365,982.467314
1.571668,365,985.508548
1.543858,365,985.971416
1.536265,365,986.399884
1.29712,365,986.856191
1.600244,365,987.277898
1.563202,365,987.697117
1.127546,365,990.129704
1.345308,365,990.308
1.30815,365,990.497629
1.416869,365,990.681271
1.571202,365,990.854534
1.434805,365,991.04439
1.366659,365,992.486874
1.446421,365,992.685295
1.392806,365,992.861046
1.581765,365,993.050558
1.578443,365,993.251441
1.408779,365,995.416061
1.394572,365,995.838606
1.50544,365,996.275071
1.383611,365,996.696482
1.49264,365,997.133498
1.401006,365,997.748172
1.589021,365,1000.451253
1.536263,365,1000.873061
1.321636,365,1001.310854
1.604435,365,1001.732808
1.603661,365,1002.148583
1.659,365,1003.94657
1.612836,365,1004.164018
1.601982,365,1004.353626
1.726462,365,1004.525679
1.529431,365,1004.726227
1.524028,365,1004.933059
1.605082,365,1006.391148
1.45145,365,1006.610291
1.653535,365,1006.806062
1.514515,365,1007.019911
1.236515,365,1007.417264
1.539864,365,1007.853841
1.464045,365,1010.340986
1.580318,365,1010.779805
1.590033,365,1011.210298
1.678854,365,1011.632396
1.405653,365,1012.073293
1.407872,365,1014.40775
1.576457,365,1014.630325
1.586739,365,1014.803443
1.363159,365,1014.998528
1.493659,365,1015.178978
1.556785,365,1015.368041
1.388544,365,1016.899704
1.531318,365,1017.113998
1.397503,365,1017.287747
1.366823,365,1017.478643
1.549292,365,1017.662883
1.450981,365,1019.958135
1.486739,365,1020.376563
1.311872,365,1020.810624
1.316452,365,1021.225092
1.511296,365,1021.661636
1.535053,365,1022.094287
1.532033,365,1024.473968
1.642385,365,1024.677647
1.174058,365,1024.882804
1.239403,365,1025.082481
1.690749,365,1025.272248
1.438628,365,1025.4453
1.440833,365,1026.883507
1.582754,365,1027.105546
1.538382,365,1027.308289
1.418531,365,1027.497428
1.469265,365,1027.680392
1.573316,365,1029.940527
1.318233,365,1030.3791
1.352629,365,1030.802845
1.350523,365,1031.238972
1.49801,365,1031.674665
1.683158,365,1032.10509
1.637602,365,1034.487104
1.533461,365,1034.691123
1.474185,365,1034.896055
1.456163,365,1035.101129
1.607998,365,1035.286412
1.639663,365,1035.491176
1.46872,365,1036.948297
1.554713,365,1037.160331
1.544098,365,1037.35562
1.255868,365,1037.560922
1.418095,365,1037.766706
1.467472,365,1040.157198
1.437583,365,1040.591018
1.751445,365,1041.009344
1.502257,365,1041.456155
1.444788,365,1041.879381
1.391629,365,1042.316464
1.499213,365,1045.127045
1.668866,365,1045.543933
1.548052,365,1046.01112
1.39283,365,1046.433971
1.622913,365,1046.889414
1.281321,365,1048.942123
1.229041,365,1049.173531
1.522907,365,1049.379
1.502329,365,1049.580688
1.554478,365,1049.768282
1.267822,365,1049.977006
1.471195,365,1051.387697
1.448491,365,1051.607949
1.419474,365,1051.800233
1.600227,365,1052.00451
1.600176,365,1052.206409
1.600379,365,1052.489113
1.52045,365,1055.139271
1.551025,365,1055.558168
1.574123,365,1055.981004
1.744872,365,1056.419888
1.720427,365,1056.853795
1.26566,365,1059.610575
1.477923,365,1060.035739
1.47557,365,1060.456612
1.480256,365,1060.878194
1.493367,365,1061.29761
1.481426,365,1061.719538
1.748912,365,1063.412975
1.352917,365,1063.607806
1.434625,365,1063.789349
1.518685,365,1063.979509
1.597152,365,1064.172546
1.61196,365,1065.640709
1.530264,365,1065.875137
1.532702,365,1066.064749
1.592124,365,1066.251086
1.533809,365,1066.45596
1.604071,365,1066.877057
1.387014,365,1069.516881
1.12939,365,1069.939617
1.566886,365,1070.375955
1.325102,365,1070.814053
1.409288,365,1071.252365
1.422811,365,1071.684172
1.617661,365,1073.917884
1.369115,365,1074.121915
1.433602,365,1074.313873
1.535262,365,1074.514405
1.685014,365,1074.702648
1.586184,365,1076.139249
1.536838,365,1076.358845
1.472964,365,1076.553224
1.631603,365,1076.763842
1.508371,365,1076.972989
1.467912,365,1077.155121
1.298831,365,1079.619549
1.363034,365,1080.036613
1.575402,365,1080.459396
1.460395,365,1080.897898
1.575041,365,1081.318105
1.5448,365,1083.748759
1.549101,365,1083.968417
1.480997,365,1084.153984
1.582418,365,1084.326437
1.761829,365,1084.516791
1.399795,365,1084.717508
1.460273,365,1086.153586
1.581186,365,1086.368092
1.483204,365,1086.554788
1.629513,365,1086.765555
1.585082,365,1086.954752
1.598941,365,1087.169302
1.608112,365,1089.595014
1.426214,365,1090.010641
1.340301,365,1090.429795
1.380548,365,1090.850603
1.437228,365,1091.288091
1.421158,365,1093.279699
1.502318,365,1093.48508
1.418649,365,1093.684161
1.426901,365,1093.85718
1.49082,365,1094.051065
1.54144,365,1094.230829
1.596525,365,1095.664363
1.639151,365,1095.858095
1.573012,365,1096.053979
1.624737,365,1096.231888
1.648628,365,1096.421022
1.475459,365,1096.615914
1.580548,365,1098.439912
1.550868,365,1098.653218
1.569117,365,1098.863349
1.409516,365,1099.053609
1.532356,365,1099.269762
1.412849,365,1100.916855
1.555246,365,1101.135435
1.401243,365,1101.324356
1.424071,365,1101.512737
1.381479,365,1101.699637
1.484394,365,1101.893287
1.526368,365,1103.652456
1.502611,365,1103.859255
1.539192,365,1104.052537
1.597189,365,1104.262566
1.438366,365,1104.466877
1.505322,365,1105.862517
1.622753,365,1106.107719
1.534566,365,1106.295362
1.637912,365,1106.468039
1.549645,365,1106.702122
1.467271,365,1106.906885
1.56083,365,1109.261284
1.450822,365,1109.683492
1.52794,365,1110.117451
1.375687,365,1110.527812
1.619123,365,1110.966125
1.432638,365,1111.386102
1.426499,365,1113.951378
1.355407,365,1114.370139
1.678477,365,1114.792922
1.473314,365,1115.215098
1.544947,365,1115.654217
1.60148,365,1118.023345
1.547465,365,1118.245108
1.617712,365,1118.429135
1.483034,365,1118.613253
1.476454,365,1118.792499
1.586552,365,1118.978579
1.480912,365,1120.386598
1.536304,365,1120.617294
1.393358,365,1120.821774
1.524515,365,1121.021905
1.41525,365,1121.227205
1.436834,365,1123.431867
1.330994,365,1123.870829
1.3839,365,1124.294819
1.417438,365,1124.726159
1.573106,365,1125.149781
1.382073,365,1125.584334
1.493209,365,1127.993872
1.407388,365,1128.211366
1.580798,365,1128.409742
1.477475,365,1128.607806
1.44164,365,1128.790419
1.421187,365,1128.997468
1.454631,365,1130.44385
1.470576,365,1130.648839
1.389239,365,1130.853072
1.392876,365,1131.061489
1.52345,365,1131.258792
1.508788,365,1133.504627
1.462448,365,1133.923185
1.581386,365,1134.359154
1.568218,365,1134.781928
1.482104,365,1135.195111
1.42361,365,1135.63181
1.394943,365,1138.086435
1.466442,365,1138.288317
1.527709,365,1138.482114
1.499005,365,1138.678243
1.369349,365,1138.881918
1.652202,365,1140.305386
1.508071,365,1140.525265
1.29248,365,1140.725956
1.633645,365,1140.930184
1.428762,365,1141.147484
1.609109,365,1141.336079
1.533763,365,1143.537627
1.562405,365,1143.954028
1.654043,365,1144.378337
1.5511,365,1144.81907
1.704942,365,1145.240129
1.576233,365,1145.677762
1.557875,365,1147.645723
1.562242,365,1147.849392
1.461886,365,1148.045473
1.633286,365,1148.259101
1.603574,365,1148.456563
1.616129,365,1149.802469
1.524682,365,1150.007361
1.591935,365,1150.211047
1.587703,365,1150.38444
1.297838,365,1150.582849
1.57769,365,1150.759448
1.599401,365,1153.240968
1.421014,365,1153.677798
1.599154,365,1154.113583
1.375771,365,1154.53738
1.618602,365,1154.959887
1.468342,365,1155.400045
1.628182,365,1157.509203
1.496969,365,1157.7239
1.567887,365,1157.913779
1.363087,365,1158.112915
1.375164,365,1158.317952
1.603255,365,1159.803542
1.56613,365,1160.020602
1.395621,365,1160.214207
1.588365,365,1160.387008
1.616699,365,1160.588048
1.598418,365,1160.777524
1.211278,365,1163.269336
1.579701,365,1163.691387
1.541944,365,1164.128217
1.46612,365,1164.557118
1.615633,365,1164.990514
1.422412,365,1167.364341
1.41943,365,1167.580549
1.6181,365,1167.769553
1.531828,365,1167.974473
1.418889,365,1168.177304
1.569579,365,1168.351768
1.44477,365,1169.791507
1.520022,365,1170.011457
1.418539,365,1170.206335
1.533335,365,1170.419538
1.388098,365,1170.627896
1.591837,365,1170.827105
1.472747,365,1173.316066
1.333296,365,1173.753606
1.615329,365,1174.174082
1.33506,365,1174.610465
1.591158,365,1175.034339
1.50851,365,1177.39716
1.566241,365,1177.610215
1.449134,365,1177.802678
1.394048,365,1178.006777
1.526067,365,1178.222865
1.469642,365,1178.415069
1.293631,365,1179.792551
1.498778,365,1179.999032
1.368273,365,1180.205073
1.410874,365,1180.407114
1.304031,365,1180.624509
1.462338,365,1183.284793
1.412776,365,1183.720643
1.474635,365,1184.157962
1.454773,365,1184.601539
1.275699,365,1185.034356
1.418995,365,1185.457849
1.525354,365,1188.05979
1.27932,365,1188.496675
1.497653,365,1188.91996
1.11818,365,1189.359427
1.387621,365,1189.849416
1.422249,365,1190.293449
1.404742,365,1192.940158
1.39731,365,1193.483924
1.309755,365,1193.850336
1.28934,365,1194.135787
1.449212,365,1194.367841
1.275885,365,1198.704335
1.670591,365,1199.283131
1.257697,365,1199.919745
1.380943,365,1200.414671
1.443693,365,1200.849045
1.387541,365,1201.287665
1.221132,365,1205.318099
1.405125,365,1205.828129
1.14665,365,1206.290918
1.439309,365,1206.738934
1.437101,365,1207.290723
1.239711,365,1211.064152
1.513306,365,1211.538176
1.252514,365,1211.964761
1.51018,365,1212.39156
1.317683,365,1212.833519
1.444124,365,1213.26022
1.351131,365,1215.669863
1.425994,365,1215.871059
1.302288,365,1216.044049
1.455454,365,1216.23329
1.419464,365,1216.406764
1.450548,365,1216.595626
1.369109,365,1218.873645
1.515827,365,1219.301049
1.417602,365,1219.744805
1.278264,365,1220.205458
1.308393,365,1220.639386
1.417322,365,1224.339789
1.389488,365,1224.832449
1.362491,365,1225.282148
1.428523,365,1225.73472
1.369246,365,1226.194004
1.374245,365,1226.68456
1.442506,365,1228.77543
1.362542,365,1228.96264
1.406642,365,1229.151472
1.188401,365,1229.339872
1.41441,365,1229.513393
1.464727,365,1229.702062
1.47163,365,1231.763803
1.500756,365,1232.203193
1.45782,365,1232.638645
1.552807,365,1233.074893
1.312977,365,1233.505448
1.398999,365,1236.416718
1.428183,365,1236.637098
1.558276,365,1236.825642
1.486019,365,1237.030453
1.559615,365,1237.235225
1.414988,365,1237.439873
1.596147,365,1239.62119
1.297575,365,1240.047386
1.492996,365,1240.489216
1.467543,365,1240.914885
1.615842,365,1241.340198
1.473924,365,1244.376553
1.66007,365,1244.80437
1.380736,365,1245.247063
1.53215,365,1245.673289
1.436533,365,1246.099498
1.479385,365,1246.542587
1.416281,365,1249.007066
1.638674,365,1249.181367
1.553711,365,1249.370723
1.600275,365,1249.545076
1.588344,365,1249.718927
1.503536,365,1249.923632
1.471272,365,1252.127
1.484695,365,1252.573713
1.400595,365,1252.998002
1.523117,365,1253.444884
1.527749,365,1253.88078
1.395581,365,1256.617012
1.397668,365,1256.839546
1.552072,365,1257.044081
1.463138,365,1257.249037
1.547345,365,1257.437812
1.431764,365,1257.642759
1.389255,365,1259.903268
1.563097,365,1260.344922
1.41446,365,1260.786633
1.499442,365,1261.212643
1.516695,365,1261.63907
1.518184,365,1264.766462
1.478196,365,1265.034381
1.469325,365,1265.224262
1.553521,365,1265.429179
1.469578,365,1265.618073
1.605656,365,1265.807383
1.588201,365,1267.650072
1.499382,365,1267.89679
1.57533,365,1268.09827
1.577034,365,1268.299515
1.516405,365,1268.498725
1.485797,365,1268.75568
1.613699,365,1271.849499
1.626342,365,1272.275324
1.563869,365,1272.701304
1.546741,365,1273.142562
1.314425,365,1273.567838
1.790444,365,1276.062166
1.481784,365,1276.298918
1.646032,365,1276.503726
1.583186,365,1276.693244
1.607922,365,1276.897971
1.545901,365,1277.087139
1.705713,365,1279.685548
1.627348,365,1280.1561
1.491082,365,1280.598442
1.536861,365,1281.073102
1.427901,365,1281.508578
1.410857,365,1284.51344
1.583115,365,1284.786299
1.559207,365,1284.987375
1.487692,365,1285.189306
1.539152,365,1285.37827
1.581613,365,1285.551078
1.423174,365,1287.66714
1.562989,365,1288.050246
1.61361,365,1288.487657
1.55222,365,1288.923321
1.477738,365,1289.378671
1.478303,365,1289.81614
1.545267,365,1293.105356
1.49908,365,1293.310398
1.464075,365,1293.499692
1.507602,365,1293.673692
1.595003,365,1293.862025
1.672944,365,1295.766383
1.579491,365,1296.009326
1.73192,365,1296.199111
1.535575,365,1296.388065
1.562748,365,1296.577007
1.479506,365,1296.782494
1.574814,365,1300.515355
1.525616,365,1300.957697
1.604975,365,1301.383808
1.446226,365,1301.809964
1.623365,365,1302.252169
1.453415,365,1304.341042
1.510578,365,1304.625444
1.652029,365,1304.828918
1.550389,365,1305.024375
1.54204,365,1305.223613
1.498039,365,1305.418794
1.622735,365,1307.972048
1.674225,365,1308.399591
1.539874,365,1308.82669
1.548898,365,1309.268298
1.489026,365,1309.712304
1.42545,365,1310.154437
1.377759,365,1312.843725
1.600046,365,1313.049311
1.578074,365,1313.253482
1.617087,365,1313.442415
1.637471,365,1313.647038
1.756967,365,1315.756062
1.76904,365,1316.189366
1.776644,365,1316.617653
1.747195,365,1317.092179
1.704754,365,1317.518562
1.667759,365,1317.945398
1.775064,365,1320.632594
1.498125,365,1320.837605
1.590574,365,1321.042182
1.637451,365,1321.231627
1.684955,365,1321.436491
1.501442,365,1321.625551
1.573057,365,1323.499586
1.554923,365,1323.698779
1.575621,365,1323.910077
1.556856,365,1324.349297
1.840373,365,1324.783002
1.538583,365,1328.116353
1.657712,365,1328.543705
1.644715,365,1328.98645
1.663709,365,1329.429544
1.658983,365,1329.855658
1.449986,365,1330.076071
1.447518,365,1331.827296
1.392376,365,1332.031927
1.585989,365,1332.236881
1.744336,365,1332.441471
1.651667,365,1332.630458
